Distance_km,Traffic_Density,Road_Type,Time_of_Day,Day_of_Week,Weather,Num_Traffic_Signals,Speed_Limit_kmph,Incident_Type,Population_Density_per_km2,Response_Time_minutes
0.08,Medium,Secondary,Afternoon,Wed,Clear,0,60,Medical,200,1.0
2.64,Low,Residential,Morning,Sun,Rain,1,30,Fire,4540,8.68
8.45,Low,Secondary,Evening,Mon,Clear,2,60,Medical,2283,10.6
2.57,Medium,Primary,Morning,Wed,Clear,2,60,Crime,6327,4.49
1.47,High,Residential,Evening,Thu,Clear,6,60,Crime,8152,4.53
3.09,High,Primary,Morning,Wed,Clear,4,60,Medical,2144,4.55
1.84,High,Primary,Morning,Wed,Clear,1,30,Crime,6476,5.67
2.37,High,Residential,Morning,Tue,Rain,1,40,Medical,5849,8.63
8.51,Low,Primary,Afternoon,Wed,Fog,1,60,Fire,7031,11.05
1.46,Low,Residential,Morning,Sun,Clear,3,50,Medical,3877,2.94
9.75,High,Residential,Morning,Mon,Clear,3,50,Crime,7825,25.79
7.07,Low,Secondary,Evening,Tue,Clear,2,50,Medical,6826,10.14
0.65,Medium,Primary,Evening,Sun,Clear,4,60,Medical,4994,2.69
0.22,Medium,Primary,Evening,Fri,Clear,2,40,Medical,4557,1.3
0.32,Low,Primary,Evening,Thu,Rain,1,50,Crime,6807,1.0
0.06,High,Secondary,Afternoon,Thu,Clear,2,50,Fire,6310,1.9
0.3,Medium,Residential,Night,Fri,Clear,2,60,Other,4041,1.0
3.45,Medium,Secondary,Afternoon,Wed,Clear,2,40,Fire,262,7.2
0.22,High,Secondary,Afternoon,Mon,Clear,4,60,Medical,350,2.02
1.15,Medium,Secondary,Evening,Mon,Clear,1,30,Medical,7922,1.69
5.59,Low,Secondary,Morning,Mon,Rain,2,50,Medical,3115,9.73
0.07,Medium,Residential,Evening,Mon,Clear,1,50,Medical,2234,1.0
5.05,High,Primary,Afternoon,Sun,Clear,1,50,Fire,4776,10.21
0.99,Medium,Residential,Morning,Wed,Clear,2,60,Other,5576,2.5
0.38,Medium,Secondary,Morning,Fri,Snow,1,70,Medical,3159,1.0
3.58,Medium,Primary,Morning,Sun,Clear,2,50,Crime,200,6.16
2.97,Low,Primary,Night,Sun,Clear,6,60,Medical,4099,3.19
6.3,High,Primary,Night,Fri,Clear,4,50,Medical,2238,11.04
3.98,High,Secondary,Afternoon,Thu,Clear,2,60,Medical,1767,6.89
4.88,Low,Primary,Afternoon,Fri,Fog,6,40,Fire,6968,13.0
0.99,Low,Residential,Morning,Mon,Clear,3,60,Medical,1605,3.46
0.59,High,Secondary,Evening,Wed,Clear,2,50,Other,6635,2.23
4.17,High,Residential,Morning,Sun,Clear,5,50,Medical,6300,11.08
4.93,High,Primary,Night,Tue,Clear,2,50,Medical,4844,6.48
13.97,High,Primary,Evening,Tue,Clear,2,70,Crime,8119,24.77
1.6,Medium,Primary,Night,Mon,Clear,3,60,Medical,7422,2.49
1.4,Medium,Primary,Evening,Sat,Clear,5,40,Other,1111,4.1
4.49,Medium,Residential,Evening,Thu,Clear,1,60,Medical,5162,8.52
1.25,Low,Primary,Evening,Sun,Clear,5,50,Crime,4675,3.56
8.01,Medium,Secondary,Evening,Tue,Clear,1,50,Fire,8041,16.68
5.86,Medium,Primary,Evening,Sat,Rain,5,60,Crime,200,9.99
1.68,Medium,Secondary,Evening,Mon,Clear,3,50,Medical,5113,4.51
4.17,Medium,Residential,Evening,Sun,Clear,2,40,Medical,5350,10.85
4.21,Medium,Secondary,Night,Sun,Rain,4,50,Medical,7851,10.07
0.33,Low,Secondary,Night,Sun,Rain,4,60,Medical,5510,2.61
6.99,Low,Primary,Evening,Wed,Clear,3,60,Medical,5951,8.48
2.11,Low,Residential,Morning,Tue,Clear,2,60,Crime,9111,4.07
5.25,Low,Secondary,Morning,Mon,Rain,7,50,Crime,4192,7.27
1.16,High,Secondary,Night,Tue,Clear,4,60,Medical,5159,4.5
6.78,Low,Secondary,Morning,Wed,Rain,2,60,Medical,6183,10.42
1.48,Low,Residential,Morning,Fri,Rain,4,40,Crime,2469,6.34
0.03,Medium,Secondary,Morning,Fri,Clear,1,30,Crime,1330,1.0
7.07,Medium,Secondary,Evening,Wed,Clear,4,60,Medical,5790,11.62
0.29,Low,Secondary,Evening,Wed,Clear,0,60,Crime,5201,1.0
1.15,Medium,Primary,Afternoon,Fri,Fog,0,30,Fire,9606,5.19
8.99,Medium,Secondary,Morning,Wed,Rain,2,50,Other,4384,19.43
9.02,Low,Secondary,Evening,Sun,Clear,6,60,Fire,6080,13.55
2.56,Low,Secondary,Night,Wed,Clear,3,50,Crime,2123,4.46
3.0,High,Secondary,Morning,Wed,Clear,2,40,Crime,3689,9.7
1.79,High,Primary,Morning,Fri,Fog,6,60,Medical,9000,5.24
1.04,Medium,Residential,Evening,Fri,Clear,4,70,Medical,1856,2.26
1.2,Low,Residential,Evening,Sat,Clear,3,50,Medical,6570,2.61
3.35,Low,Residential,Evening,Tue,Clear,5,40,Medical,8220,10.05
4.19,Medium,Primary,Evening,Fri,Clear,2,50,Medical,4599,7.48
4.7,Low,Secondary,Night,Tue,Rain,2,50,Fire,2305,8.47
4.68,Low,Residential,Morning,Sun,Clear,3,50,Medical,7839,6.03
0.29,Medium,Secondary,Morning,Sun,Clear,2,30,Medical,7465,2.35
2.05,Low,Secondary,Evening,Fri,Clear,4,60,Medical,4925,4.58
0.18,Medium,Residential,Evening,Thu,Clear,4,40,Medical,6283,2.07
2.39,High,Secondary,Evening,Tue,Clear,1,50,Medical,3464,5.31
1.75,Low,Secondary,Night,Wed,Rain,2,60,Crime,3437,2.53
6.56,High,Primary,Evening,Thu,Clear,7,60,Fire,5023,14.95
1.3,Low,Primary,Evening,Sat,Clear,4,50,Fire,4953,2.96
0.37,High,Primary,Morning,Fri,Clear,1,50,Medical,1666,1.0
0.46,Low,Residential,Morning,Fri,Rain,3,50,Fire,3399,2.8
4.3,Low,Secondary,Evening,Sat,Clear,4,40,Medical,1950,8.92
2.89,Medium,Secondary,Morning,Thu,Clear,6,50,Medical,7091,9.07
0.32,Medium,Residential,Morning,Mon,Clear,6,40,Medical,6163,2.61
0.26,High,Secondary,Night,Sun,Rain,1,40,Crime,6110,2.43
3.62,Low,Secondary,Night,Wed,Rain,6,40,Other,200,8.67
0.23,Low,Primary,Morning,Tue,Clear,2,50,Fire,2032,1.95
5.18,Medium,Residential,Evening,Thu,Fog,2,60,Medical,5813,12.62
3.67,Medium,Primary,Morning,Tue,Clear,3,70,Crime,8140,4.61
0.25,Low,Primary,Afternoon,Fri,Clear,2,60,Medical,5990,2.65
0.27,Medium,Primary,Evening,Mon,Rain,3,50,Medical,6682,2.16
12.95,Medium,Primary,Evening,Sat,Clear,3,50,Medical,6386,22.52
1.41,High,Primary,Morning,Mon,Fog,3,60,Medical,6133,2.56
1.39,High,Secondary,Afternoon,Tue,Clear,2,40,Medical,4864,3.81
5.03,Low,Primary,Morning,Sat,Clear,5,50,Other,2567,6.31
8.83,Medium,Secondary,Night,Sun,Clear,4,60,Medical,7186,12.91
12.81,Low,Primary,Evening,Fri,Clear,0,50,Fire,6510,16.62
4.2,Medium,Primary,Afternoon,Sat,Clear,2,50,Fire,6025,7.33
1.42,Medium,Secondary,Morning,Sun,Clear,3,70,Medical,5624,3.49
0.26,High,Residential,Evening,Sat,Clear,2,50,Fire,3331,2.14
4.5,Medium,Residential,Evening,Mon,Rain,4,60,Medical,7988,13.14
2.45,High,Residential,Evening,Wed,Clear,4,70,Medical,535,5.75
1.66,High,Secondary,Afternoon,Fri,Rain,1,60,Medical,4411,4.39
7.1,High,Secondary,Night,Thu,Clear,2,50,Other,7852,16.37
0.35,High,Secondary,Afternoon,Thu,Clear,4,50,Other,4702,3.24
2.04,Medium,Secondary,Afternoon,Thu,Clear,5,70,Medical,4759,5.0
0.03,Low,Primary,Afternoon,Wed,Clear,4,50,Medical,3160,1.69
1.9,Low,Secondary,Afternoon,Fri,Rain,2,40,Crime,9411,4.05
0.17,Low,Primary,Night,Sat,Fog,3,70,Medical,7699,1.0
0.38,Medium,Secondary,Evening,Tue,Clear,2,50,Medical,10007,1.47
0.38,Medium,Secondary,Evening,Tue,Clear,2,60,Fire,4477,1.4
3.14,Medium,Primary,Morning,Fri,Clear,3,60,Other,2039,5.17
4.11,High,Primary,Morning,Wed,Fog,4,50,Medical,200,10.36
2.63,High,Primary,Afternoon,Fri,Rain,1,50,Medical,8099,8.25
9.82,Low,Residential,Evening,Tue,Clear,2,40,Medical,5720,20.39
1.41,Low,Primary,Evening,Fri,Clear,1,60,Fire,4972,1.0
1.01,Low,Primary,Morning,Thu,Clear,2,60,Medical,2752,1.26
6.09,Low,Residential,Morning,Sun,Rain,2,60,Fire,6937,8.92
0.76,Medium,Secondary,Afternoon,Sat,Rain,5,50,Medical,4961,3.91
9.91,Medium,Primary,Night,Fri,Fog,5,60,Other,5224,17.52
0.04,Medium,Primary,Afternoon,Sat,Clear,4,50,Medical,460,1.9
10.51,High,Primary,Afternoon,Mon,Clear,5,50,Other,8205,26.28
0.13,High,Primary,Afternoon,Fri,Clear,4,50,Fire,4435,2.21
6.65,Low,Primary,Morning,Tue,Clear,4,50,Other,4439,13.11
2.25,Medium,Secondary,Afternoon,Sun,Clear,0,60,Medical,5207,4.19
14.87,Low,Residential,Evening,Tue,Clear,1,50,Medical,6735,24.3
0.23,Low,Secondary,Night,Sun,Clear,2,30,Medical,4804,1.75
2.42,Low,Secondary,Afternoon,Sat,Clear,3,60,Medical,5951,6.32
10.45,Medium,Primary,Morning,Tue,Clear,2,50,Other,1243,13.27
2.22,Low,Primary,Evening,Thu,Snow,9,50,Crime,4654,9.27
2.98,Low,Residential,Evening,Tue,Clear,2,40,Fire,5490,8.18
3.57,Medium,Primary,Morning,Mon,Clear,3,40,Medical,4315,6.11
1.82,Medium,Residential,Night,Fri,Rain,6,50,Medical,8306,5.43
2.96,Low,Secondary,Evening,Wed,Clear,7,50,Fire,3800,6.35
2.63,Low,Residential,Afternoon,Tue,Clear,3,50,Crime,6956,7.37
6.94,High,Primary,Evening,Fri,Snow,4,60,Medical,4759,19.83
0.14,Low,Primary,Evening,Thu,Snow,5,60,Crime,6511,1.35
0.99,High,Residential,Evening,Fri,Clear,1,60,Fire,7806,1.0
9.01,Medium,Residential,Morning,Tue,Clear,1,60,Fire,6701,14.66
6.63,Low,Primary,Morning,Tue,Rain,3,60,Fire,2519,8.08
1.82,Low,Residential,Morning,Sat,Clear,1,40,Crime,6278,4.97
2.9,Low,Primary,Evening,Sun,Clear,3,40,Fire,6743,6.25
0.97,Low,Primary,Afternoon,Tue,Clear,3,50,Other,5091,4.0
0.63,Low,Secondary,Afternoon,Mon,Fog,3,50,Other,4626,1.0
1.87,Medium,Secondary,Evening,Fri,Clear,1,60,Crime,7365,4.56
1.31,Low,Residential,Afternoon,Sat,Clear,4,60,Medical,3142,3.32
2.63,Medium,Secondary,Evening,Sun,Clear,3,50,Fire,3758,5.49
0.24,Medium,Primary,Afternoon,Wed,Clear,2,60,Fire,5764,1.49
10.99,Low,Secondary,Afternoon,Mon,Clear,0,70,Medical,6742,9.68
12.85,Low,Primary,Afternoon,Wed,Clear,2,50,Fire,4277,14.62
3.59,Low,Secondary,Night,Tue,Clear,2,50,Other,8446,4.12
2.3,Low,Secondary,Evening,Wed,Rain,3,50,Fire,200,5.57
1.11,Medium,Primary,Morning,Wed,Clear,1,40,Medical,3656,3.04
5.04,Low,Secondary,Night,Mon,Clear,2,40,Medical,3764,8.58
3.46,Medium,Secondary,Evening,Mon,Clear,4,50,Medical,4968,6.46
0.53,Low,Secondary,Morning,Fri,Clear,2,70,Crime,5245,1.0
7.25,Medium,Secondary,Morning,Wed,Clear,2,60,Fire,9028,9.62
5.19,Medium,Primary,Afternoon,Mon,Clear,5,60,Fire,734,9.28
8.98,Medium,Primary,Evening,Fri,Clear,3,60,Medical,6036,13.26
3.88,Low,Primary,Evening,Wed,Clear,4,60,Medical,7253,6.18
2.85,Low,Primary,Afternoon,Sun,Rain,1,70,Medical,6731,4.31
1.63,Medium,Secondary,Afternoon,Wed,Clear,7,60,Other,2979,4.19
8.1,Low,Residential,Morning,Sat,Clear,4,50,Medical,5434,12.37
6.03,Low,Secondary,Morning,Tue,Rain,1,40,Fire,5232,10.53
0.14,Medium,Secondary,Afternoon,Sun,Rain,6,30,Medical,4422,1.08
0.08,Medium,Secondary,Afternoon,Mon,Rain,4,60,Fire,7489,2.89
1.42,Medium,Primary,Afternoon,Thu,Clear,3,50,Other,9596,3.48
4.99,Medium,Residential,Night,Sun,Snow,4,40,Fire,3756,16.13
13.09,Medium,Residential,Morning,Sat,Rain,4,50,Medical,5324,30.5
0.49,Medium,Secondary,Morning,Mon,Clear,5,50,Fire,1855,1.34
2.71,Medium,Primary,Morning,Sat,Clear,3,60,Medical,4700,3.54
1.44,Medium,Residential,Afternoon,Tue,Clear,2,50,Other,3497,5.54
10.51,High,Primary,Evening,Sat,Clear,3,60,Medical,8558,21.4
5.54,Low,Residential,Evening,Sat,Clear,4,30,Fire,8575,15.63
5.47,Low,Residential,Afternoon,Fri,Clear,2,70,Medical,3173,4.97
1.9,Medium,Primary,Afternoon,Sun,Clear,7,70,Other,4425,4.02
1.61,Medium,Residential,Afternoon,Mon,Clear,2,50,Other,3286,4.15
0.96,Low,Residential,Afternoon,Sun,Clear,4,60,Medical,5582,2.75
0.17,High,Residential,Evening,Wed,Clear,3,60,Medical,6745,2.73
6.0,Low,Secondary,Morning,Thu,Clear,0,70,Crime,3472,6.19
5.03,Medium,Primary,Evening,Fri,Rain,4,50,Medical,3764,10.38
24.52,Medium,Secondary,Evening,Sun,Clear,2,60,Fire,8522,43.06
17.08,High,Secondary,Afternoon,Mon,Clear,2,40,Medical,4570,46.18
2.43,Low,Primary,Afternoon,Fri,Clear,1,40,Fire,2631,5.79
4.4,Medium,Secondary,Night,Sun,Rain,2,60,Medical,6032,6.39
8.69,Low,Secondary,Morning,Wed,Clear,3,70,Fire,3026,5.79
5.68,Low,Primary,Morning,Sat,Rain,1,60,Medical,4021,6.98
0.85,Low,Primary,Afternoon,Thu,Clear,1,50,Fire,4769,1.03
1.8,Medium,Primary,Evening,Sun,Clear,4,60,Fire,3822,4.5
0.41,Medium,Secondary,Morning,Sun,Clear,3,60,Medical,7604,1.54
9.24,Low,Secondary,Night,Wed,Clear,4,60,Medical,7126,11.64
2.8,Medium,Primary,Evening,Thu,Clear,2,60,Medical,5994,4.36
0.78,Medium,Residential,Night,Fri,Rain,2,40,Medical,3991,2.98
3.34,Medium,Primary,Afternoon,Sat,Clear,4,60,Medical,3632,6.13
2.89,High,Secondary,Evening,Sat,Clear,1,60,Medical,6412,6.65
1.33,Low,Residential,Afternoon,Mon,Clear,4,40,Fire,5074,4.71
0.36,High,Residential,Afternoon,Thu,Clear,3,50,Crime,7818,2.69
3.34,High,Primary,Night,Wed,Clear,3,40,Fire,5353,7.77
2.2,Low,Residential,Morning,Thu,Clear,1,50,Medical,5409,3.76
4.44,Low,Residential,Night,Sun,Clear,3,60,Fire,4687,5.38
2.2,Low,Secondary,Afternoon,Fri,Clear,2,50,Medical,5252,3.16
5.74,Low,Secondary,Night,Sat,Clear,2,40,Medical,5120,9.12
2.41,Medium,Primary,Afternoon,Fri,Clear,4,60,Other,5538,7.56
2.47,Medium,Secondary,Evening,Fri,Snow,4,60,Crime,3679,8.16
6.28,Medium,Secondary,Morning,Sun,Fog,4,40,Medical,2286,17.91
1.55,Medium,Residential,Afternoon,Mon,Clear,3,70,Medical,2838,2.35
0.43,Low,Secondary,Evening,Fri,Clear,4,60,Other,7719,2.02
0.09,High,Secondary,Evening,Mon,Clear,6,60,Medical,4653,2.19
4.22,Low,Primary,Morning,Sun,Clear,2,40,Medical,3909,6.88
2.91,High,Primary,Afternoon,Sun,Rain,2,70,Crime,6775,6.46
3.65,Low,Primary,Afternoon,Tue,Clear,4,50,Fire,3981,7.33
0.72,High,Primary,Morning,Thu,Rain,4,50,Fire,4636,2.02
0.44,Low,Secondary,Afternoon,Sat,Clear,1,50,Fire,3071,1.0
0.04,Low,Residential,Evening,Sat,Clear,1,50,Fire,6350,1.0
1.3,Low,Secondary,Afternoon,Wed,Clear,3,60,Other,3027,1.0
2.67,Medium,Secondary,Afternoon,Sat,Clear,2,40,Crime,1042,4.8
1.49,High,Secondary,Night,Mon,Fog,8,50,Medical,8239,6.93
1.73,Low,Primary,Morning,Sat,Clear,3,60,Fire,3997,2.86
7.04,High,Primary,Evening,Mon,Clear,3,40,Fire,3283,19.28
1.28,Medium,Primary,Evening,Sat,Fog,3,60,Crime,4981,4.47
2.16,Medium,Secondary,Evening,Wed,Clear,2,50,Other,957,3.57
4.59,High,Primary,Evening,Thu,Clear,5,50,Medical,7104,11.28
1.52,Low,Primary,Evening,Fri,Clear,2,50,Medical,2214,3.69
2.92,Low,Secondary,Morning,Thu,Clear,3,40,Medical,3479,6.7
5.95,High,Residential,Afternoon,Mon,Clear,7,60,Fire,4217,15.27
8.96,High,Secondary,Evening,Sun,Clear,4,40,Other,3753,31.32
0.48,High,Residential,Morning,Fri,Clear,2,60,Fire,4335,1.0
7.83,High,Secondary,Morning,Tue,Clear,1,60,Fire,6922,15.63
2.03,Low,Secondary,Evening,Wed,Clear,1,50,Crime,8080,2.76
0.9,High,Secondary,Evening,Thu,Clear,4,50,Other,8819,5.15
1.84,Low,Residential,Afternoon,Fri,Rain,1,40,Other,4034,4.15
11.74,High,Primary,Night,Wed,Snow,1,50,Fire,4033,27.64
2.04,Medium,Primary,Evening,Thu,Clear,5,70,Other,3264,3.55
1.2,Medium,Primary,Night,Mon,Clear,5,50,Crime,2848,3.37
3.01,Medium,Secondary,Night,Mon,Clear,3,40,Crime,3152,5.51
0.82,Low,Residential,Afternoon,Sun,Clear,3,60,Medical,200,1.0
0.24,Low,Primary,Evening,Mon,Rain,2,60,Medical,7804,1.0
0.41,High,Primary,Evening,Tue,Clear,6,60,Fire,575,1.0
0.41,High,Residential,Evening,Sat,Clear,5,50,Fire,8350,2.27
0.49,Low,Secondary,Evening,Mon,Clear,1,60,Medical,4591,1.0
0.45,Medium,Secondary,Morning,Mon,Clear,3,60,Crime,2583,1.0
3.07,Medium,Residential,Morning,Sat,Clear,4,60,Other,343,4.64
0.6,Low,Secondary,Afternoon,Mon,Rain,3,60,Other,6229,3.79
1.27,Low,Secondary,Evening,Fri,Snow,3,40,Fire,799,2.61
6.81,High,Primary,Evening,Sun,Clear,3,50,Medical,3418,15.1
1.93,Medium,Primary,Afternoon,Wed,Clear,0,60,Crime,7180,3.11
3.3,Medium,Secondary,Evening,Tue,Clear,3,60,Crime,4440,6.57
0.57,Medium,Secondary,Evening,Thu,Clear,1,40,Medical,3604,2.55
0.64,Low,Residential,Afternoon,Sat,Clear,0,50,Fire,4785,1.0
0.13,Medium,Residential,Morning,Sun,Rain,4,60,Crime,7561,2.04
0.56,Low,Residential,Afternoon,Sun,Clear,4,60,Fire,3760,2.12
0.98,Low,Primary,Night,Sat,Clear,3,60,Medical,5263,1.35
0.58,Medium,Residential,Evening,Sat,Clear,2,50,Medical,6877,2.72
0.28,High,Secondary,Afternoon,Tue,Clear,3,50,Medical,3283,1.69
0.39,Low,Primary,Morning,Wed,Clear,1,60,Fire,3469,1.0
1.85,Low,Secondary,Evening,Sun,Clear,1,60,Medical,5832,1.1
0.69,Medium,Primary,Evening,Mon,Rain,3,60,Medical,5328,1.92
1.36,High,Primary,Evening,Sat,Clear,3,50,Medical,8300,4.04
2.1,Medium,Residential,Afternoon,Mon,Clear,3,60,Medical,3377,5.88
3.52,High,Secondary,Morning,Thu,Clear,0,30,Medical,3822,10.92
0.12,Medium,Primary,Night,Sat,Clear,3,60,Crime,4244,2.35
4.82,Medium,Secondary,Afternoon,Sun,Clear,3,60,Fire,1972,7.19
2.97,Low,Residential,Morning,Tue,Clear,1,30,Crime,4211,6.21
0.26,Low,Secondary,Evening,Tue,Clear,2,50,Medical,7245,2.73
6.2,Low,Primary,Night,Sun,Clear,3,60,Medical,2679,5.87
7.61,Medium,Primary,Evening,Sun,Clear,0,60,Fire,5981,9.41
0.19,High,Primary,Evening,Thu,Rain,2,50,Medical,4659,2.09
0.97,High,Residential,Afternoon,Tue,Snow,5,40,Other,3329,8.34
4.92,Low,Secondary,Morning,Tue,Clear,2,60,Other,3951,4.63
4.14,Low,Secondary,Morning,Tue,Rain,5,60,Fire,3847,8.0
0.61,Low,Secondary,Evening,Sat,Rain,1,60,Medical,4571,1.0
0.7,Low,Residential,Morning,Thu,Clear,5,40,Medical,4775,1.05
1.39,Medium,Secondary,Night,Sat,Clear,2,60,Other,5489,1.0
1.99,High,Secondary,Morning,Thu,Clear,2,40,Medical,8495,5.92
2.89,High,Primary,Afternoon,Wed,Clear,4,60,Medical,722,6.09
1.38,Medium,Primary,Afternoon,Tue,Clear,1,60,Medical,2644,1.34
1.86,High,Residential,Evening,Wed,Clear,2,50,Medical,6982,4.63
4.13,Medium,Residential,Afternoon,Fri,Clear,3,60,Crime,7246,8.66
0.11,Low,Residential,Night,Fri,Clear,6,50,Fire,5153,2.74
0.87,Medium,Residential,Afternoon,Tue,Clear,4,50,Other,3168,3.25
3.75,Medium,Residential,Evening,Mon,Clear,2,50,Medical,200,8.7
6.77,Medium,Secondary,Evening,Sun,Rain,1,60,Medical,5688,13.72
2.15,Low,Residential,Morning,Fri,Rain,3,60,Medical,7752,5.82
2.28,Low,Secondary,Evening,Mon,Clear,2,60,Medical,8437,1.21
0.34,Low,Primary,Evening,Wed,Clear,4,60,Other,3685,1.0
1.78,High,Primary,Night,Tue,Clear,3,70,Fire,5605,4.36
2.28,Low,Residential,Night,Sun,Snow,4,50,Medical,5065,3.28
0.83,Medium,Primary,Morning,Wed,Rain,6,60,Medical,1428,4.5
0.94,Medium,Residential,Morning,Sat,Clear,0,50,Fire,5557,2.91
1.42,Low,Primary,Afternoon,Wed,Clear,4,70,Fire,200,2.12
0.06,Medium,Primary,Night,Thu,Clear,4,30,Fire,4329,2.25
1.17,High,Primary,Morning,Tue,Rain,6,60,Other,7030,4.76
0.71,Medium,Primary,Evening,Thu,Snow,3,50,Fire,7742,3.34
1.19,High,Primary,Evening,Wed,Clear,5,40,Medical,4670,3.15
0.38,Low,Primary,Evening,Mon,Clear,4,60,Medical,9751,2.93
6.64,Low,Residential,Morning,Tue,Clear,2,50,Other,3891,9.46
2.7,High,Primary,Morning,Tue,Snow,5,50,Other,1633,7.92
3.41,High,Primary,Afternoon,Fri,Clear,3,60,Fire,7180,4.58
4.67,High,Primary,Morning,Mon,Clear,2,50,Crime,5393,9.65
2.07,Medium,Secondary,Morning,Sat,Clear,2,50,Medical,2062,3.31
0.27,High,Secondary,Morning,Mon,Rain,4,50,Other,4799,1.98
2.31,High,Secondary,Evening,Wed,Clear,2,60,Medical,4111,4.85
2.65,High,Primary,Afternoon,Wed,Clear,4,70,Medical,8649,3.94
4.1,Medium,Primary,Afternoon,Wed,Clear,4,50,Medical,6894,9.41
1.7,Low,Secondary,Afternoon,Fri,Clear,0,60,Crime,3192,1.52
0.41,High,Residential,Morning,Mon,Clear,3,50,Medical,5069,3.23
1.0,Low,Primary,Afternoon,Thu,Clear,7,60,Other,3536,2.68
1.35,Medium,Secondary,Morning,Mon,Clear,2,70,Medical,8433,5.62
3.11,Low,Primary,Evening,Thu,Snow,5,40,Other,3572,10.65
2.54,Medium,Primary,Morning,Tue,Fog,5,60,Medical,3062,7.73
1.32,Medium,Secondary,Night,Thu,Clear,2,70,Crime,2341,3.63
12.92,Low,Secondary,Morning,Sun,Fog,4,50,Medical,6473,24.29
2.79,High,Primary,Night,Tue,Clear,5,50,Fire,5550,6.79
0.81,Low,Primary,Evening,Sat,Clear,4,70,Medical,3127,1.94
0.32,Medium,Residential,Evening,Sat,Clear,5,50,Fire,3097,2.98
0.5,Low,Residential,Night,Sun,Clear,4,50,Medical,10051,1.38
0.85,Low,Residential,Morning,Wed,Rain,1,60,Medical,8201,2.31
0.53,Low,Secondary,Morning,Sun,Rain,1,60,Fire,5048,1.0
0.62,Medium,Secondary,Afternoon,Mon,Clear,4,40,Medical,7184,3.33
1.01,Low,Primary,Morning,Wed,Clear,6,60,Medical,4030,2.48
0.57,High,Primary,Afternoon,Mon,Clear,4,60,Medical,5087,3.86
6.81,Low,Secondary,Evening,Thu,Rain,1,40,Fire,7696,14.89
0.25,Low,Secondary,Morning,Mon,Clear,1,50,Medical,5215,1.0
2.23,Low,Primary,Afternoon,Thu,Clear,2,60,Medical,2156,3.0
1.58,Low,Residential,Morning,Mon,Rain,2,40,Medical,3355,2.42
12.12,Medium,Primary,Evening,Sun,Snow,0,70,Fire,5700,21.21
0.36,High,Primary,Night,Sun,Clear,3,60,Crime,6594,2.75
1.52,Medium,Primary,Afternoon,Sun,Rain,3,60,Crime,8528,3.86
10.47,Low,Secondary,Afternoon,Sun,Clear,2,40,Fire,2735,15.17
6.02,Low,Primary,Afternoon,Tue,Clear,3,50,Medical,6131,6.94
5.1,Medium,Primary,Evening,Thu,Rain,2,40,Medical,2675,13.85
0.89,High,Secondary,Morning,Sun,Clear,4,60,Fire,2313,3.31
0.56,Low,Secondary,Night,Wed,Clear,1,50,Fire,5541,1.0
3.31,Medium,Secondary,Afternoon,Wed,Clear,4,50,Medical,2134,7.56
7.95,Low,Primary,Afternoon,Wed,Rain,1,60,Fire,4618,7.69
2.44,Low,Secondary,Night,Wed,Clear,0,60,Other,4335,3.46
2.54,Medium,Secondary,Night,Tue,Clear,2,60,Medical,3059,4.51
0.99,Low,Primary,Evening,Tue,Clear,1,40,Other,6928,1.0
4.4,Medium,Residential,Morning,Fri,Clear,3,50,Fire,4069,8.66
0.62,Low,Secondary,Evening,Fri,Clear,2,40,Crime,4207,1.45
1.17,Medium,Primary,Afternoon,Sun,Clear,3,60,Other,2853,4.0
1.66,Low,Residential,Afternoon,Fri,Clear,2,50,Other,10468,5.79
2.13,High,Residential,Morning,Sat,Clear,0,40,Medical,3358,3.71
0.83,Low,Residential,Afternoon,Sun,Clear,1,50,Medical,3447,1.72
0.37,High,Secondary,Evening,Fri,Clear,4,40,Fire,5842,2.44
2.83,High,Primary,Afternoon,Mon,Clear,1,60,Fire,5494,3.7
1.02,High,Primary,Night,Sat,Clear,0,50,Medical,2657,1.0
2.61,Medium,Secondary,Morning,Thu,Snow,0,50,Other,200,5.73
0.5,Medium,Residential,Morning,Wed,Clear,2,70,Crime,6509,1.0
1.97,Low,Secondary,Evening,Mon,Clear,2,40,Medical,2810,5.39
2.28,Low,Residential,Evening,Sat,Clear,5,50,Other,6297,6.95
0.16,Low,Primary,Night,Sun,Clear,1,60,Other,5040,1.0
1.23,Low,Secondary,Evening,Tue,Fog,3,70,Medical,5759,3.14
0.43,High,Residential,Morning,Wed,Clear,2,70,Crime,4434,1.06
0.2,Low,Residential,Night,Thu,Clear,4,60,Medical,6800,1.35
13.8,Medium,Residential,Night,Thu,Clear,5,60,Medical,1569,17.47
1.17,Medium,Residential,Morning,Sun,Rain,5,50,Other,3471,2.87
4.98,Medium,Secondary,Evening,Sun,Clear,0,50,Fire,1443,9.19
0.88,Medium,Secondary,Evening,Tue,Clear,1,50,Medical,2874,1.0
3.43,Low,Residential,Afternoon,Wed,Clear,2,50,Crime,2394,5.74
4.28,Medium,Secondary,Night,Fri,Clear,5,60,Medical,5834,6.37
2.72,Low,Primary,Morning,Wed,Clear,3,60,Medical,200,5.07
1.91,High,Secondary,Evening,Wed,Clear,1,60,Fire,5668,5.04
1.59,Medium,Secondary,Morning,Thu,Clear,4,60,Medical,8698,3.08
1.29,High,Primary,Afternoon,Tue,Clear,3,60,Crime,6879,3.61
